,Unnamed: 0,Question,Name,Profile,Price,Ram/Storage,OS,Display,DailyUse,Camera,Battery,resp.id,choice
13,38,5,Samsung Galaxy A21s,2,200,4/64,Android,Low,Medium,Medium,High,18,0
14,30,5,Samsung Galaxy A31,3,300,4/64,Android,High,Medium,Low,High,18,0
15,23,6,Oppo Reno 4 Pro,1,700,12/256,Android,High,High,Medium,High,18,0
16,35,6,Google Pixel 4A,2,500,8/128,Android,High,High,Medium,Low,18,0
17,13,6,Xiaomi Mi 10T,3,500,8/128,Android,Medium,High,Medium,Medium,18,1
18,27,7,Asus Zenfone 7,1,600,8/128,Android,Medium,Medium,Medium,Medium,18,0
19,8,7,OnePlus NORD,2,400,8/128,Android,High,High,Medium,Medium,18,1
20,2,7,Apple iPhone 12,3,1000,8/128,iOS,High,High,High,Medium,18,0
21,24,8,Google Pixel 5,1,900,8/128,Android,Medium,High,High,High,18,0
22,29,8,Poco M3,2,200,4/64,Android,Low,Low,Low,High,18,0
23,21,8,Huawei P40,3,400,8/128,Android,Medium,Medium,Medium,High,18,1
24,5,9,Samsung Galaxy Z Flip,1,900,12/256,Android,Medium,Medium,High,Medium,18,0
25,12,9,Motorola Edge,2,400,8/128,Android,High,Medium,Medium,High,18,1
26,22,9,Huawei P40 Lite 5G,3,200,8/128,Android,Medium,Medium,Medium,High,18,0
27,6,10,Samsung Galaxy S20 FE 5G,1,600,8/128,Android,High,High,High,Medium,18,1
28,18,10,Redmi Note 9,2,200,4/64,Android,Low,Low,Low,High,18,0
29,25,10,LG Wing,3,1100,8/128,Android,High,Medium,Medium,Medium,18,0
30,17,11,Poco F2 Pro,1,400,8/128,Android,Medium,Medium,Medium,High,18,1
31,36,11,Oppo Find X2 Neo,2,500,12/256,Android,High,High,Medium,Medium,18,0
32,28,11,Asus ROG Phone 3,3,800,12/256,Android,High,Medium,Medium,High,18,0
33,4,12,Samsung Galaxy Note 20 Ultra,1,1200,12/256,Android,High,Medium,High,Low,18,1
34,1,12,Apple iPhone 12 Pro Max,2,1200,12/256,iOS,High,Medium,High,Medium,18,0
35,7,12,Samsung Galaxy Z Fold 2,3,1400,12/256,Android,High,High,Medium,Medium,18,0
36,9,13,OnePlus 8 Pro,1,800,12/256,Android,High,High,High,Medium,18,0
37,3,13,Apple iPhone 12 Mini,2,700,4/64,iOS,High,High,High,Medium,18,0
38,19,13,Realme X50 Pro,3,500,8/128,Android,High,High,Low,Medium,18,1
0,31,1,Xiaomi Mi Note 10 Lite,1,300,8/128,Android,High,High,Medium,High,19,1
1,37,1,Redmi Note 9 Pro,2,200,4/64,Android,Medium,Medium,Medium,High,19,0
2,14,1,Xiaomi Mi 10,3,500,8/128,Android,Medium,High,Medium,Medium,19,0
3,20,2,Realme 7 Pro,1,300,8/128,Android,High,Medium,Low,High,19,1
4,26,2,LG Velvet,2,400,8/128,Android,Medium,High,Medium,Low,19,0
5,39,2,Samsung Galaxy S10 Lite,3,400,8/128,Android,High,High,Medium,High,19,0
6,10,3,Sony Xperia 5 II,1,900,8/128,Android,High,High,High,Medium,19,0
7,16,3,Poco X3 ,2,300,8/128,Android,Medium,Medium,Medium,High,19,1
8,34,3,Motorola Razr 5G,3,1300,12/256,Android,Medium,Medium,Low,Low,19,0
9,33,4,Samsung Galaxy S20 Ultra,1,1400,12/256,Android,High,Medium,High,Low,19,0
10,32,4,Honor 9X Pro,2,300,8/128,Android,Medium,Medium,Medium,High,19,1
11,11,4,Motorola Moto G9 Plus,3,200,4/64,Android,Low,Medium,Medium,High,19,0
12,15,5,Xiaomi Mi 10 Lite,1,200,4/64,Android,High,High,Medium,High,19,1
13,38,5,Samsung Galaxy A21s,2,200,4/64,Android,Low,Medium,Medium,High,19,0
14,30,5,Samsung Galaxy A31,3,300,4/64,Android,High,Medium,Low,High,19,0
15,23,6,Oppo Reno 4 Pro,1,700,12/256,Android,High,High,Medium,High,19,1
16,35,6,Google Pixel 4A,2,500,8/128,Android,High,High,Medium,Low,19,0
17,13,6,Xiaomi Mi 10T,3,500,8/128,Android,Medium,High,Medium,Medium,19,0
18,27,7,Asus Zenfone 7,1,600,8/128,Android,Medium,Medium,Medium,Medium,19,0
19,8,7,OnePlus NORD,2,400,8/128,Android,High,High,Medium,Medium,19,1
20,2,7,Apple iPhone 12,3,1000,8/128,iOS,High,High,High,Medium,19,0
21,24,8,Google Pixel 5,1,900,8/128,Android,Medium,High,High,High,19,0
22,29,8,Poco M3,2,200,4/64,Android,Low,Low,Low,High,19,0
23,21,8,Huawei P40,3,400,8/128,Android,Medium,Medium,Medium,High,19,1
24,5,9,Samsung Galaxy Z Flip,1,900,12/256,Android,Medium,Medium,High,Medium,19,0
25,12,9,Motorola Edge,2,400,8/128,Android,High,Medium,Medium,High,19,1
26,22,9,Huawei P40 Lite 5G,3,200,8/128,Android,Medium,Medium,Medium,High,19,0
27,6,10,Samsung Galaxy S20 FE 5G,1,600,8/128,Android,High,High,High,Medium,19,1
28,18,10,Redmi Note 9,2,200,4/64,Android,Low,Low,Low,High,19,0
29,25,10,LG Wing,3,1100,8/128,Android,High,Medium,Medium,Medium,19,0
30,17,11,Poco F2 Pro,1,400,8/128,Android,Medium,Medium,Medium,High,19,1
31,36,11,Oppo Find X2 Neo,2,500,12/256,Android,High,High,Medium,Medium,19,0
32,28,11,Asus ROG Phone 3,3,800,12/256,Android,High,Medium,Medium,High,19,0
33,4,12,Samsung Galaxy Note 20 Ultra,1,1200,12/256,Android,High,Medium,High,Low,19,0
34,1,12,Apple iPhone 12 Pro Max,2,1200,12/256,iOS,High,Medium,High,Medium,19,1
35,7,12,Samsung Galaxy Z Fold 2,3,1400,12/256,Android,High,High,Medium,Medium,19,0
36,9,13,OnePlus 8 Pro,1,800,12/256,Android,High,High,High,Medium,19,1
37,3,13,Apple iPhone 12 Mini,2,700,4/64,iOS,High,High,High,Medium,19,0
38,19,13,Realme X50 Pro,3,500,8/128,Android,High,High,Low,Medium,19,0
0,31,1,Xiaomi Mi Note 10 Lite,1,300,8/128,Android,High,High,Medium,High,20,1
1,37,1,Redmi Note 9 Pro,2,200,4/64,Android,Medium,Medium,Medium,High,20,0
2,14,1,Xiaomi Mi 10,3,500,8/128,Android,Medium,High,Medium,Medium,20,0
3,20,2,Realme 7 Pro,1,300,8/128,Android,High,Medium,Low,High,20,0
4,26,2,LG Velvet,2,400,8/128,Android,Medium,High,Medium,Low,20,0
5,39,2,Samsung Galaxy S10 Lite,3,400,8/128,Android,High,High,Medium,High,20,1
6,10,3,Sony Xperia 5 II,1,900,8/128,Android,High,High,High,Medium,20,0
7,16,3,Poco X3 ,2,300,8/128,Android,Medium,Medium,Medium,High,20,1
8,34,3,Motorola Razr 5G,3,1300,12/256,Android,Medium,Medium,Low,Low,20,0
9,33,4,Samsung Galaxy S20 Ultra,1,1400,12/256,Android,High,Medium,High,Low,20,0
10,32,4,Honor 9X Pro,2,300,8/128,Android,Medium,Medium,Medium,High,20,1
11,11,4,Motorola Moto G9 Plus,3,200,4/64,Android,Low,Medium,Medium,High,20,0
12,15,5,Xiaomi Mi 10 Lite,1,200,4/64,Android,High,High,Medium,High,20,1
13,38,5,Samsung Galaxy A21s,2,200,4/64,Android,Low,Medium,Medium,High,20,0
14,30,5,Samsung Galaxy A31,3,300,4/64,Android,High,Medium,Low,High,20,0
15,23,6,Oppo Reno 4 Pro,1,700,12/256,Android,High,High,Medium,High,20,1
16,35,6,Google Pixel 4A,2,500,8/128,Android,High,High,Medium,Low,20,0
17,13,6,Xiaomi Mi 10T,3,500,8/128,Android,Medium,High,Medium,Medium,20,0
18,27,7,Asus Zenfone 7,1,600,8/128,Android,Medium,Medium,Medium,Medium,20,0
19,8,7,OnePlus NORD,2,400,8/128,Android,High,High,Medium,Medium,20,0
20,2,7,Apple iPhone 12,3,1000,8/128,iOS,High,High,High,Medium,20,1
21,24,8,Google Pixel 5,1,900,8/128,Android,Medium,High,High,High,20,0
22,29,8,Poco M3,2,200,4/64,Android,Low,Low,Low,High,20,0
23,21,8,Huawei P40,3,400,8/128,Android,Medium,Medium,Medium,High,20,1
24,5,9,Samsung Galaxy Z Flip,1,900,12/256,Android,Medium,Medium,High,Medium,20,0
25,12,9,Motorola Edge,2,400,8/128,Android,High,Medium,Medium,High,20,1
26,22,9,Huawei P40 Lite 5G,3,200,8/128,Android,Medium,Medium,Medium,High,20,0
27,6,10,Samsung Galaxy S20 FE 5G,1,600,8/128,Android,High,High,High,Medium,20,1
28,18,10,Redmi Note 9,2,200,4/64,Android,Low,Low,Low,High,20,0
29,25,10,LG Wing,3,1100,8/128,Android,High,Medium,Medium,Medium,20,0
30,17,11,Poco F2 Pro,1,400,8/128,Android,Medium,Medium,Medium,High,20,0
31,36,11,Oppo Find X2 Neo,2,500,12/256,Android,High,High,Medium,Medium,20,0
32,28,11,Asus ROG Phone 3,3,800,12/256,Android,High,Medium,Medium,High,20,1
33,4,12,Samsung Galaxy Note 20 Ultra,1,1200,12/256,Android,High,Medium,High,Low,20,0
34,1,12,Apple iPhone 12 Pro Max,2,1200,12/256,iOS,High,Medium,High,Medium,20,1
35,7,12,Samsung Galaxy Z Fold 2,3,1400,12/256,Android,High,High,Medium,Medium,20,0
36,9,13,OnePlus 8 Pro,1,800,12/256,Android,High,High,High,Medium,20,1
37,3,13,Apple iPhone 12 Mini,2,700,4/64,iOS,High,High,High,Medium,20,0
38,19,13,Realme X50 Pro,3,500,8/128,Android,High,High,Low,Medium,20,0
0,31,1,Xiaomi Mi Note 10 Lite,1,300,8/128,Android,High,High,Medium,High,21,0
1,37,1,Redmi Note 9 Pro,2,200,4/64,Android,Medium,Medium,Medium,High,21,1
2,14,1,Xiaomi Mi 10,3,500,8/128,Android,Medium,High,Medium,Medium,21,0
3,20,2,Realme 7 Pro,1,300,8/128,Android,High,Medium,Low,High,21,1
4,26,2,LG Velvet,2,400,8/128,Android,Medium,High,Medium,Low,21,0
5,39,2,Samsung Galaxy S10 Lite,3,400,8/128,Android,High,High,Medium,High,21,0
6,10,3,Sony Xperia 5 II,1,900,8/128,Android,High,High,High,Medium,21,0
7,16,3,Poco X3 ,2,300,8/128,Android,Medium,Medium,Medium,High,21,1
8,34,3,Motorola Razr 5G,3,1300,12/256,Android,Medium,Medium,Low,Low,21,0
9,33,4,Samsung Galaxy S20 Ultra,1,1400,12/256,Android,High,Medium,High,Low,21,0
10,32,4,Honor 9X Pro,2,300,8/128,Android,Medium,Medium,Medium,High,21,0
11,11,4,Motorola Moto G9 Plus,3,200,4/64,Android,Low,Medium,Medium,High,21,1
12,15,5,Xiaomi Mi 10 Lite,1,200,4/64,Android,High,High,Medium,High,21,1
13,38,5,Samsung Galaxy A21s,2,200,4/64,Android,Low,Medium,Medium,High,21,0
14,30,5,Samsung Galaxy A31,3,300,4/64,Android,High,Medium,Low,High,21,0
15,23,6,Oppo Reno 4 Pro,1,700,12/256,Android,High,High,Medium,High,21,0
16,35,6,Google Pixel 4A,2,500,8/128,Android,High,High,Medium,Low,21,0
17,13,6,Xiaomi Mi 10T,3,500,8/128,Android,Medium,High,Medium,Medium,21,1
18,27,7,Asus Zenfone 7,1,600,8/128,Android,Medium,Medium,Medium,Medium,21,0
19,8,7,OnePlus NORD,2,400,8/128,Android,High,High,Medium,Medium,21,1
20,2,7,Apple iPhone 12,3,1000,8/128,iOS,High,High,High,Medium,21,0
21,24,8,Google Pixel 5,1,900,8/128,Android,Medium,High,High,High,21,0
22,29,8,Poco M3,2,200,4/64,Android,Low,Low,Low,High,21,0
23,21,8,Huawei P40,3,400,8/128,Android,Medium,Medium,Medium,High,21,1
24,5,9,Samsung Galaxy Z Flip,1,900,12/256,Android,Medium,Medium,High,Medium,21,0
25,12,9,Motorola Edge,2,400,8/128,Android,High,Medium,Medium,High,21,0
26,22,9,Huawei P40 Lite 5G,3,200,8/128,Android,Medium,Medium,Medium,High,21,1
27,6,10,Samsung Galaxy S20 FE 5G,1,600,8/128,Android,High,High,High,Medium,21,1
28,18,10,Redmi Note 9,2,200,4/64,Android,Low,Low,Low,High,21,0
29,25,10,LG Wing,3,1100,8/128,Android,High,Medium,Medium,Medium,21,0
30,17,11,Poco F2 Pro,1,400,8/128,Android,Medium,Medium,Medium,High,21,0
31,36,11,Oppo Find X2 Neo,2,500,12/256,Android,High,High,Medium,Medium,21,1
32,28,11,Asus ROG Phone 3,3,800,12/256,Android,High,Medium,Medium,High,21,0
33,4,12,Samsung Galaxy Note 20 Ultra,1,1200,12/256,Android,High,Medium,High,Low,21,0
34,1,12,Apple iPhone 12 Pro Max,2,1200,12/256,iOS,High,Medium,High,Medium,21,1
35,7,12,Samsung Galaxy Z Fold 2,3,1400,12/256,Android,High,High,Medium,Medium,21,0
36,9,13,OnePlus 8 Pro,1,800,12/256,Android,High,High,High,Medium,21,0
37,3,13,Apple iPhone 12 Mini,2,700,4/64,iOS,High,High,High,Medium,21,1
38,19,13,Realme X50 Pro,3,500,8/128,Android,High,High,Low,Medium,21,0
0,31,1,Xiaomi Mi Note 10 Lite,1,300,8/128,Android,High,High,Medium,High,22,1
1,37,1,Redmi Note 9 Pro,2,200,4/64,Android,Medium,Medium,Medium,High,22,0
2,14,1,Xiaomi Mi 10,3,500,8/128,Android,Medium,High,Medium,Medium,22,0
3,20,2,Realme 7 Pro,1,300,8/128,Android,High,Medium,Low,High,22,0
4,26,2,LG Velvet,2,400,8/128,Android,Medium,High,Medium,Low,22,0
5,39,2,Samsung Galaxy S10 Lite,3,400,8/128,Android,High,High,Medium,High,22,1
6,10,3,Sony Xperia 5 II,1,900,8/128,Android,High,High,High,Medium,22,0
7,16,3,Poco X3 ,2,300,8/128,Android,Medium,Medium,Medium,High,22,1
8,34,3,Motorola Razr 5G,3,1300,12/256,Android,Medium,Medium,Low,Low,22,0
9,33,4,Samsung Galaxy S20 Ultra,1,1400,12/256,Android,High,Medium,High,Low,22,0
10,32,4,Honor 9X Pro,2,300,8/128,Android,Medium,Medium,Medium,High,22,1
11,11,4,Motorola Moto G9 Plus,3,200,4/64,Android,Low,Medium,Medium,High,22,0
12,15,5,Xiaomi Mi 10 Lite,1,200,4/64,Android,High,High,Medium,High,22,1
13,38,5,Samsung Galaxy A21s,2,200,4/64,Android,Low,Medium,Medium,High,22,0
14,30,5,Samsung Galaxy A31,3,300,4/64,Android,High,Medium,Low,High,22,0
15,23,6,Oppo Reno 4 Pro,1,700,12/256,Android,High,High,Medium,High,22,1
16,35,6,Google Pixel 4A,2,500,8/128,Android,High,High,Medium,Low,22,0
17,13,6,Xiaomi Mi 10T,3,500,8/128,Android,Medium,High,Medium,Medium,22,0
18,27,7,Asus Zenfone 7,1,600,8/128,Android,Medium,Medium,Medium,Medium,22,0
19,8,7,OnePlus NORD,2,400,8/128,Android,High,High,Medium,Medium,22,0
20,2,7,Apple iPhone 12,3,1000,8/128,iOS,High,High,High,Medium,22,1
21,24,8,Google Pixel 5,1,900,8/128,Android,Medium,High,High,High,22,1
22,29,8,Poco M3,2,200,4/64,Android,Low,Low,Low,High,22,0
23,21,8,Huawei P40,3,400,8/128,Android,Medium,Medium,Medium,High,22,0
24,5,9,Samsung Galaxy Z Flip,1,900,12/256,Android,Medium,Medium,High,Medium,22,0
25,12,9,Motorola Edge,2,400,8/128,Android,High,Medium,Medium,High,22,1
26,22,9,Huawei P40 Lite 5G,3,200,8/128,Android,Medium,Medium,Medium,High,22,0
27,6,10,Samsung Galaxy S20 FE 5G,1,600,8/128,Android,High,High,High,Medium,22,1
28,18,10,Redmi Note 9,2,200,4/64,Android,Low,Low,Low,High,22,0
29,25,10,LG Wing,3,1100,8/128,Android,High,Medium,Medium,Medium,22,0
30,17,11,Poco F2 Pro,1,400,8/128,Android,Medium,Medium,Medium,High,22,0
31,36,11,Oppo Find X2 Neo,2,500,12/256,Android,High,High,Medium,Medium,22,1
32,28,11,Asus ROG Phone 3,3,800,12/256,Android,High,Medium,Medium,High,22,0
33,4,12,Samsung Galaxy Note 20 Ultra,1,1200,12/256,Android,High,Medium,High,Low,22,0
34,1,12,Apple iPhone 12 Pro Max,2,1200,12/256,iOS,High,Medium,High,Medium,22,1
35,7,12,Samsung Galaxy Z Fold 2,3,1400,12/256,Android,High,High,Medium,Medium,22,0
36,9,13,OnePlus 8 Pro,1,800,12/256,Android,High,High,High,Medium,22,1
37,3,13,Apple iPhone 12 Mini,2,700,4/64,iOS,High,High,High,Medium,22,0
38,19,13,Realme X50 Pro,3,500,8/128,Android,High,High,Low,Medium,22,0
0,31,1,Xiaomi Mi Note 10 Lite,1,300,8/128,Android,High,High,Medium,High,23,1
1,37,1,Redmi Note 9 Pro,2,200,4/64,Android,Medium,Medium,Medium,High,23,0
2,14,1,Xiaomi Mi 10,3,500,8/128,Android,Medium,High,Medium,Medium,23,0
3,20,2,Realme 7 Pro,1,300,8/128,Android,High,Medium,Low,High,23,0
4,26,2,LG Velvet,2,400,8/128,Android,Medium,High,Medium,Low,23,0
5,39,2,Samsung Galaxy S10 Lite,3,400,8/128,Android,High,High,Medium,High,23,1
6,10,3,Sony Xperia 5 II,1,900,8/128,Android,High,High,High,Medium,23,0
7,16,3,Poco X3 ,2,300,8/128,Android,Medium,Medium,Medium,High,23,1
8,34,3,Motorola Razr 5G,3,1300,12/256,Android,Medium,Medium,Low,Low,23,0
9,33,4,Samsung Galaxy S20 Ultra,1,1400,12/256,Android,High,Medium,High,Low,23,0
10,32,4,Honor 9X Pro,2,300,8/128,Android,Medium,Medium,Medium,High,23,1
11,11,4,Motorola Moto G9 Plus,3,200,4/64,Android,Low,Medium,Medium,High,23,0
12,15,5,Xiaomi Mi 10 Lite,1,200,4/64,Android,High,High,Medium,High,23,1
13,38,5,Samsung Galaxy A21s,2,200,4/64,Android,Low,Medium,Medium,High,23,0
14,30,5,Samsung Galaxy A31,3,300,4/64,Android,High,Medium,Low,High,23,0
15,23,6,Oppo Reno 4 Pro,1,700,12/256,Android,High,High,Medium,High,23,0
16,35,6,Google Pixel 4A,2,500,8/128,Android,High,High,Medium,Low,23,1
17,13,6,Xiaomi Mi 10T,3,500,8/128,Android,Medium,High,Medium,Medium,23,0
18,27,7,Asus Zenfone 7,1,600,8/128,Android,Medium,Medium,Medium,Medium,23,0
19,8,7,OnePlus NORD,2,400,8/128,Android,High,High,Medium,Medium,23,1
20,2,7,Apple iPhone 12,3,1000,8/128,iOS,High,High,High,Medium,23,0
21,24,8,Google Pixel 5,1,900,8/128,Android,Medium,High,High,High,23,1
22,29,8,Poco M3,2,200,4/64,Android,Low,Low,Low,High,23,0
23,21,8,Huawei P40,3,400,8/128,Android,Medium,Medium,Medium,High,23,0
24,5,9,Samsung Galaxy Z Flip,1,900,12/256,Android,Medium,Medium,High,Medium,23,0
25,12,9,Motorola Edge,2,400,8/128,Android,High,Medium,Medium,High,23,1
26,22,9,Huawei P40 Lite 5G,3,200,8/128,Android,Medium,Medium,Medium,High,23,0
27,6,10,Samsung Galaxy S20 FE 5G,1,600,8/128,Android,High,High,High,Medium,23,1
28,18,10,Redmi Note 9,2,200,4/64,Android,Low,Low,Low,High,23,0
29,25,10,LG Wing,3,1100,8/128,Android,High,Medium,Medium,Medium,23,0
30,17,11,Poco F2 Pro,1,400,8/128,Android,Medium,Medium,Medium,High,23,0
31,36,11,Oppo Find X2 Neo,2,500,12/256,Android,High,High,Medium,Medium,23,1
32,28,11,Asus ROG Phone 3,3,800,12/256,Android,High,Medium,Medium,High,23,0
33,4,12,Samsung Galaxy Note 20 Ultra,1,1200,12/256,Android,High,Medium,High,Low,23,0
34,1,12,Apple iPhone 12 Pro Max,2,1200,12/256,iOS,High,Medium,High,Medium,23,1
35,7,12,Samsung Galaxy Z Fold 2,3,1400,12/256,Android,High,High,Medium,Medium,23,0
36,9,13,OnePlus 8 Pro,1,800,12/256,Android,High,High,High,Medium,23,0
37,3,13,Apple iPhone 12 Mini,2,700,4/64,iOS,High,High,High,Medium,23,1
38,19,13,Realme X50 Pro,3,500,8/128,Android,High,High,Low,Medium,23,0
0,31,1,Xiaomi Mi Note 10 Lite,1,300,8/128,Android,High,High,Medium,High,24,1
1,37,1,Redmi Note 9 Pro,2,200,4/64,Android,Medium,Medium,Medium,High,24,0
2,14,1,Xiaomi Mi 10,3,500,8/128,Android,Medium,High,Medium,Medium,24,0
3,20,2,Realme 7 Pro,1,300,8/128,Android,High,Medium,Low,High,24,0
4,26,2,LG Velvet,2,400,8/128,Android,Medium,High,Medium,Low,24,0
5,39,2,Samsung Galaxy S10 Lite,3,400,8/128,Android,High,High,Medium,High,24,1
6,10,3,Sony Xperia 5 II,1,900,8/128,Android,High,High,High,Medium,24,0
7,16,3,Poco X3 ,2,300,8/128,Android,Medium,Medium,Medium,High,24,1
8,34,3,Motorola Razr 5G,3,1300,12/256,Android,Medium,Medium,Low,Low,24,0
9,33,4,Samsung Galaxy S20 Ultra,1,1400,12/256,Android,High,Medium,High,Low,24,0
10,32,4,Honor 9X Pro,2,300,8/128,Android,Medium,Medium,Medium,High,24,1
11,11,4,Motorola Moto G9 Plus,3,200,4/64,Android,Low,Medium,Medium,High,24,0
12,15,5,Xiaomi Mi 10 Lite,1,200,4/64,Android,High,High,Medium,High,24,1
13,38,5,Samsung Galaxy A21s,2,200,4/64,Android,Low,Medium,Medium,High,24,0
14,30,5,Samsung Galaxy A31,3,300,4/64,Android,High,Medium,Low,High,24,0
15,23,6,Oppo Reno 4 Pro,1,700,12/256,Android,High,High,Medium,High,24,0
16,35,6,Google Pixel 4A,2,500,8/128,Android,High,High,Medium,Low,24,0
17,13,6,Xiaomi Mi 10T,3,500,8/128,Android,Medium,High,Medium,Medium,24,1
18,27,7,Asus Zenfone 7,1,600,8/128,Android,Medium,Medium,Medium,Medium,24,0
19,8,7,OnePlus NORD,2,400,8/128,Android,High,High,Medium,Medium,24,1
20,2,7,Apple iPhone 12,3,1000,8/128,iOS,High,High,High,Medium,24,0
21,24,8,Google Pixel 5,1,900,8/128,Android,Medium,High,High,High,24,0
22,29,8,Poco M3,2,200,4/64,Android,Low,Low,Low,High,24,0
23,21,8,Huawei P40,3,400,8/128,Android,Medium,Medium,Medium,High,24,1
24,5,9,Samsung Galaxy Z Flip,1,900,12/256,Android,Medium,Medium,High,Medium,24,0
25,12,9,Motorola Edge,2,400,8/128,Android,High,Medium,Medium,High,24,1
26,22,9,Huawei P40 Lite 5G,3,200,8/128,Android,Medium,Medium,Medium,High,24,0
27,6,10,Samsung Galaxy S20 FE 5G,1,600,8/128,Android,High,High,High,Medium,24,1
28,18,10,Redmi Note 9,2,200,4/64,Android,Low,Low,Low,High,24,0
29,25,10,LG Wing,3,1100,8/128,Android,High,Medium,Medium,Medium,24,0
30,17,11,Poco F2 Pro,1,400,8/128,Android,Medium,Medium,Medium,High,24,1
31,36,11,Oppo Find X2 Neo,2,500,12/256,Android,High,High,Medium,Medium,24,0
32,28,11,Asus ROG Phone 3,3,800,12/256,Android,High,Medium,Medium,High,24,0
33,4,12,Samsung Galaxy Note 20 Ultra,1,1200,12/256,Android,High,Medium,High,Low,24,0
34,1,12,Apple iPhone 12 Pro Max,2,1200,12/256,iOS,High,Medium,High,Medium,24,1
35,7,12,Samsung Galaxy Z Fold 2,3,1400,12/256,Android,High,High,Medium,Medium,24,0
36,9,13,OnePlus 8 Pro,1,800,12/256,Android,High,High,High,Medium,24,1
37,3,13,Apple iPhone 12 Mini,2,700,4/64,iOS,High,High,High,Medium,24,0
38,19,13,Realme X50 Pro,3,500,8/128,Android,High,High,Low,Medium,24,0
0,31,1,Xiaomi Mi Note 10 Lite,1,300,8/128,Android,High,High,Medium,High,25,1
1,37,1,Redmi Note 9 Pro,2,200,4/64,Android,Medium,Medium,Medium,High,25,0
2,14,1,Xiaomi Mi 10,3,500,8/128,Android,Medium,High,Medium,Medium,25,0
3,20,2,Realme 7 Pro,1,300,8/128,Android,High,Medium,Low,High,25,0
4,26,2,LG Velvet,2,400,8/128,Android,Medium,High,Medium,Low,25,0
5,39,2,Samsung Galaxy S10 Lite,3,400,8/128,Android,High,High,Medium,High,25,1
6,10,3,Sony Xperia 5 II,1,900,8/128,Android,High,High,High,Medium,25,0
7,16,3,Poco X3 ,2,300,8/128,Android,Medium,Medium,Medium,High,25,1
8,34,3,Motorola Razr 5G,3,1300,12/256,Android,Medium,Medium,Low,Low,25,0
9,33,4,Samsung Galaxy S20 Ultra,1,1400,12/256,Android,High,Medium,High,Low,25,0
10,32,4,Honor 9X Pro,2,300,8/128,Android,Medium,Medium,Medium,High,25,1
11,11,4,Motorola Moto G9 Plus,3,200,4/64,Android,Low,Medium,Medium,High,25,0
12,15,5,Xiaomi Mi 10 Lite,1,200,4/64,Android,High,High,Medium,High,25,1
13,38,5,Samsung Galaxy A21s,2,200,4/64,Android,Low,Medium,Medium,High,25,0
14,30,5,Samsung Galaxy A31,3,300,4/64,Android,High,Medium,Low,High,25,0
15,23,6,Oppo Reno 4 Pro,1,700,12/256,Android,High,High,Medium,High,25,0
16,35,6,Google Pixel 4A,2,500,8/128,Android,High,High,Medium,Low,25,0
17,13,6,Xiaomi Mi 10T,3,500,8/128,Android,Medium,High,Medium,Medium,25,1
18,27,7,Asus Zenfone 7,1,600,8/128,Android,Medium,Medium,Medium,Medium,25,0
19,8,7,OnePlus NORD,2,400,8/128,Android,High,High,Medium,Medium,25,0
20,2,7,Apple iPhone 12,3,1000,8/128,iOS,High,High,High,Medium,25,1
21,24,8,Google Pixel 5,1,900,8/128,Android,Medium,High,High,High,25,0
22,29,8,Poco M3,2,200,4/64,Android,Low,Low,Low,High,25,0
23,21,8,Huawei P40,3,400,8/128,Android,Medium,Medium,Medium,High,25,1
24,5,9,Samsung Galaxy Z Flip,1,900,12/256,Android,Medium,Medium,High,Medium,25,0
25,12,9,Motorola Edge,2,400,8/128,Android,High,Medium,Medium,High,25,0
26,22,9,Huawei P40 Lite 5G,3,200,8/128,Android,Medium,Medium,Medium,High,25,1
27,6,10,Samsung Galaxy S20 FE 5G,1,600,8/128,Android,High,High,High,Medium,25,0
28,18,10,Redmi Note 9,2,200,4/64,Android,Low,Low,Low,High,25,0
29,25,10,LG Wing,3,1100,8/128,Android,High,Medium,Medium,Medium,25,1
30,17,11,Poco F2 Pro,1,400,8/128,Android,Medium,Medium,Medium,High,25,0
31,36,11,Oppo Find X2 Neo,2,500,12/256,Android,High,High,Medium,Medium,25,1
32,28,11,Asus ROG Phone 3,3,800,12/256,Android,High,Medium,Medium,High,25,0
33,4,12,Samsung Galaxy Note 20 Ultra,1,1200,12/256,Android,High,Medium,High,Low,25,0
34,1,12,Apple iPhone 12 Pro Max,2,1200,12/256,iOS,High,Medium,High,Medium,25,0
35,7,12,Samsung Galaxy Z Fold 2,3,1400,12/256,Android,High,High,Medium,Medium,25,1
36,9,13,OnePlus 8 Pro,1,800,12/256,Android,High,High,High,Medium,25,0
37,3,13,Apple iPhone 12 Mini,2,700,4/64,iOS,High,High,High,Medium,25,1
38,19,13,Realme X50 Pro,3,500,8/128,Android,High,High,Low,Medium,25,0
0,31,1,Xiaomi Mi Note 10 Lite,1,300,8/128,Android,High,High,Medium,High,26,0
1,37,1,Redmi Note 9 Pro,2,200,4/64,Android,Medium,Medium,Medium,High,26,0
2,14,1,Xiaomi Mi 10,3,500,8/128,Android,Medium,High,Medium,Medium,26,1
3,20,2,Realme 7 Pro,1,300,8/128,Android,High,Medium,Low,High,26,0
4,26,2,LG Velvet,2,400,8/128,Android,Medium,High,Medium,Low,26,0
5,39,2,Samsung Galaxy S10 Lite,3,400,8/128,Android,High,High,Medium,High,26,1
6,10,3,Sony Xperia 5 II,1,900,8/128,Android,High,High,High,Medium,26,0
7,16,3,Poco X3 ,2,300,8/128,Android,Medium,Medium,Medium,High,26,0
